"yday","location","time","location_total.counts","positive.counts","negative.counts","neutral.counts","counts","lon","lat","totalpopulation"
231,"SNOHOMISH WA",11,13,3,4,6,13,-122.1009903,47.91241837,9437
231,"SNOQUALMIE WA",11,2,0,2,0,2,-121.8274155,47.52823257,12115
231,"SOCIAL CIRCLE GA",11,18,3,6,9,18,-83.71785736,33.65628433,4304
231,"SOLDOTNA AK",11,5,2,1,2,5,-151.0635071,60.47569275,4409
231,"SOLEDAD CA",11,3,1,2,0,3,-121.3278732,36.42473984,25826
231,"SOMERSET KY",11,1,1,0,0,1,-84.60385132,37.09214783,11358
231,"SOMERVILLE MA",11,141,39,29,73,141,-71.09860992,42.38757324,78595
231,"SONOMA CA",11,3,1,0,2,3,-122.4600754,38.29153061,10897
231,"SONORA CA",11,35,7,11,17,35,-120.3842011,37.98400497,4827
231,"SORRENTO LA",11,1,0,1,0,1,-90.85954285,30.18468285,1457
231,"SOUDERTON PA",11,7,2,3,2,7,-75.32456207,40.31177902,6697
231,"SOUTH AMBOY NJ",11,1,1,0,0,1,-74.28966522,40.47789383,8787
231,"SOUTH BEND IN",11,159,40,56,63,159,-86.25171661,41.67295837,100590
231,"SOUTH BOSTON VA",11,3,1,2,0,3,-78.90062714,36.6987915,8037
231,"SOUTH CHARLESTON WV",11,3,0,1,2,3,-81.69944763,38.36863708,13276
231,"SOUTH CHICAGO HEIGHTS IL",11,2,1,1,0,2,-87.63790894,41.48114014,4152
231,"SOUTH GATE CA",11,19,5,4,10,19,-118.213707,33.95462799,95350
231,"SOUTH HOLLAND IL",11,1,0,1,0,1,-87.60710144,41.60099792,22124
231,"SOUTH HOUSTON TX",11,1,1,0,0,1,-95.23612976,29.66330719,17430
231,"SOUTH JORDAN UT",11,4,0,1,3,4,-111.9315186,40.56394577,59662
231,"SOUTH LAKE TAHOE CA",11,20,7,1,12,20,-119.972786,38.94574356,21437
231,"SOUTH LYON MI",11,2,1,0,1,2,-83.65129089,42.46051788,11616
231,"SOUTH MIAMI FL",11,2,0,1,1,2,-80.29296875,25.70849991,12156
231,"SOUTH MILWAUKEE WI",11,3,2,0,1,3,-87.86100006,42.91051483,21229
231,"SOUTH NYACK NY",11,1,0,0,1,1,-73.91947937,41.08323288,3549
231,"SOUTH PITTSBURG TN",11,1,0,0,1,1,-85.70410156,35.01231766,3107
231,"SOUTH PLAINFIELD NJ",11,8,1,1,6,8,-74.41103363,40.57961655,23871
231,"SOUTH PORTLAND ME",11,9,0,4,5,9,-70.23975372,43.6415062,25304
231,"SOUTH RIVER NJ",11,1,0,0,1,1,-74.38522339,40.44672394,16274
231,"SOUTH SALT LAKE UT",11,1,1,0,0,1,-111.8901367,40.71858215,24501
231,"SOUTH SAN FRANCISCO CA",11,2,1,0,1,2,-122.4101868,37.65430069,66217
231,"SOUTH TUCSON AZ",11,1,0,0,1,1,-110.9697952,32.19969177,5686
231,"SOUTHAMPTON NY",11,66,17,17,32,66,-72.38861084,40.88444519,3193
231,"SOUTHAVEN MS",11,2,2,0,0,2,-90.02496338,34.99386215,51090
231,"SOUTHERN PINES NC",11,1,0,0,1,1,-79.39178467,35.17448425,13018
231,"SOUTHFIELD MI",11,32,8,11,13,32,-83.22153473,42.47357559,72859
231,"SOUTHGATE MI",11,1,0,0,1,1,-83.19342804,42.2142067,29518
231,"SOUTHLAKE TX",11,3,1,0,2,3,-97.13466644,32.94153214,28361
231,"SPANISH FORT AL",11,1,1,0,0,1,-87.88751221,30.67488098,7578
231,"SPARKS NV",11,19,2,7,10,19,-119.7548142,39.53468704,93437
231,"SPARTA IL",11,1,1,0,0,1,-89.70211792,38.12332535,4371
231,"SPARTA MI",11,3,2,0,1,3,-85.71018982,43.16081238,4235
231,"SPARTA NC",11,1,0,1,0,1,-81.12025452,36.50556946,1802
231,"SPARTANBURG SC",11,83,25,19,39,83,-81.93160248,34.94982529,37465
231,"SPEARFISH SD",11,1,0,0,1,1,-103.8635941,44.49181366,10980
231,"SPEARMAN TX",11,3,1,2,0,3,-101.1934052,36.19818497,3387
231,"SPEEDWAY IN",11,95,23,25,47,95,-86.2671051,39.80224609,12100
231,"SPENCER IA",11,1,0,1,0,1,-95.14494324,43.14133835,11186
231,"SPIRIT LAKE IA",11,2,0,0,2,2,-95.10250854,43.4221344,4948
231,"SPIRO OK",11,2,1,1,0,2,-94.62031555,35.24132538,2640
231,"SPOKANE WA",11,290,97,68,125,290,-117.4281387,47.65847015,210695
231,"SPRAGUE NE",11,1,1,0,0,1,-96.7452774,40.62594604,142
231,"SPRING HILL TN",11,4,0,2,2,4,-86.93003845,35.75111389,32831
231,"SPRING LAKE NC",11,1,1,0,0,1,-78.97221375,35.16840744,13336
231,"SPRINGDALE AR",11,29,8,12,9,29,-94.12921143,36.1869278,75088
231,"SPRINGDALE OH",11,1,0,0,1,1,-84.48524475,39.28693008,11194
231,"SPRINGFIELD IL",11,114,29,30,55,114,-89.6439743,39.80184174,117061
231,"SPRINGFIELD MA",11,43,15,7,21,43,-72.57289124,42.10980606,153947
231,"SPRINGFIELD MO",11,573,149,168,256,573,-93.29862213,37.21548843,163763
231,"SPRINGFIELD OH",11,6,3,1,2,6,-83.80889893,39.92424011,60007
231,"SPRINGFIELD OR",11,9,1,2,6,9,-123.024704,44.04590988,60235
231,"SPRINGFIELD TN",11,4,0,2,2,4,-86.88502502,36.50941086,16639
231,"SPRINGVILLE UT",11,1,0,1,0,1,-111.6123734,40.16522598,31178
231,"SPRUCE PINE NC",11,2,0,1,1,2,-82.06425476,35.91545486,2444
231,"ST LOUIS MO",11,10005,2946,2350,4709,10005,-90.19819641,38.62716675,317850
231,"SUFFERN NY",11,1,0,0,1,1,-74.14870453,41.11490631,10914
231,"SUFFOLK VA",11,13,3,1,9,13,-76.58317566,36.72846985,86184
231,"SUGAR LAND TX",11,34,11,8,15,34,-95.6352005,29.61997795,84268
231,"SULLIGENT AL",11,1,1,0,0,1,-88.13464355,33.90181732,1956
231,"SULPHUR OK",11,1,1,0,0,1,-96.96926117,34.5080719,5032
231,"SULPHUR ROCK AR",11,1,1,0,0,1,-91.50110626,35.75118637,398
231,"SUMMERSVILLE WV",11,1,0,0,1,1,-80.85063171,38.27550125,3531
231,"SUMMERVILLE SC",11,9,3,4,2,9,-80.17547607,33.01868439,46200
231,"SUMTER SC",11,11,1,3,7,11,-80.34135437,33.92088318,40851
231,"SUN PRAIRIE WI",11,5,2,2,1,5,-89.21392059,43.18373108,31174
231,"SUN VALLEY ID",11,2,2,0,0,2,-114.3539352,43.69688034,1408
231,"SUNNYSIDE WA",11,1,0,1,0,1,-120.0105743,46.32343674,16204
231,"SUNNYVALE CA",11,53,20,11,22,53,-122.0380707,37.36878967,148178
231,"SUNNYVALE TX",11,3,1,0,2,3,-96.56118774,32.7967453,5677
231,"SUNRISE FL",11,2,0,1,1,2,-80.2282486,26.14059067,89942
231,"SUNSET HILLS MO",11,1,0,1,0,1,-90.40755463,38.53887558,8533
231,"SUNSET LA",11,1,0,0,1,1,-92.06873322,30.41154289,2919
231,"SUPERIOR WI",11,2,0,0,2,2,-92.10461426,46.72050476,26817
231,"SURF CITY NC",11,3,0,0,3,3,-77.54553986,34.42726898,2481
231,"SURFSIDE BEACH SC",11,9,5,0,4,9,-78.97283173,33.6062355,4090
231,"SURFSIDE FL",11,6,2,2,2,6,-80.12493134,25.87931252,5987
231,"SUTHERLIN OR",11,1,0,1,0,1,-123.3144531,43.38960648,7821
231,"SUWANEE GA",11,11,5,3,3,11,-84.0713501,34.05178452,17291
231,"SWAINSBORO GA",11,1,1,0,0,1,-82.33340454,32.59764099,7456
231,"SWANSEA IL",11,4,2,0,2,4,-89.98918152,38.53406143,13869
231,"SWARTZ CREEK MI",11,5,1,1,3,5,-83.8306427,42.95724869,5632
231,"SWEDESBORO NJ",11,1,0,0,1,1,-75.3094635,39.74773026,2612
231,"SWEENY TX",11,4,3,0,1,4,-95.69893646,29.03920364,3738
231,"SWEETWATER TX",11,1,1,0,0,1,-100.4070358,32.47128296,10794
231,"SWISSVALE PA",11,1,0,0,1,1,-79.88240814,40.42403793,8932
231,"SYCAMORE IL",11,4,3,1,0,4,-88.68714142,41.98875427,17572
231,"SYKESVILLE MD",11,8,1,5,2,8,-76.96707916,39.37390518,4429
231,"SYLACAUGA AL",11,3,2,0,1,3,-86.25159454,33.17354202,12749
231,"SYLVANIA OH",11,24,6,9,9,24,-83.71266174,41.71902466,18943
231,"SYRACUSE NY",11,343,88,98,157,343,-76.14653015,43.04846191,144564
231,"TACOMA WA",11,324,105,86,133,324,-122.4466705,47.25242233,203481
231,"TAHLEQUAH OK",11,12,6,3,3,12,-94.9703064,35.91559982,16354
231,"TAKOMA PARK MD",11,9,2,4,3,9,-77.00667572,38.97793198,17478
231,"TALLADEGA AL",11,1,0,0,1,1,-86.10553741,33.43610001,15931
231,"TALLAHASSEE FL",11,191,59,53,79,191,-84.27896881,30.44669914,187024
231,"TALLULAH LA",11,1,0,1,0,1,-91.18704987,32.40855789,7187
231,"TAMARAC FL",11,7,1,2,4,7,-80.22389984,26.19458199,63227
231,"TAMPA FL",11,1006,275,283,448,1006,-82.4580307,27.94833755,355603
231,"TAMPICO IL",11,1,0,1,0,1,-89.78656006,41.63049698,684
231,"TANANA AK",11,1,0,1,0,1,-152.0746002,65.16492462,277
231,"TANGENT OR",11,2,0,0,2,2,-123.1104889,44.54080582,1022
231,"TAOS NM",11,115,38,31,46,115,-105.5769424,36.40658188,5711
231,"TARBORO NC",11,1,0,1,0,1,-77.5349884,35.89706039,11292
231,"TARENTUM PA",11,1,0,0,1,1,-79.75936127,40.60139465,4507
231,"TARPON SPRINGS FL",11,31,13,8,10,31,-82.75656128,28.14682198,24003
231,"TARRYTOWN NY",11,1,1,0,0,1,-73.85806274,41.07656097,11452
231,"TAUNTON MA",11,6,2,1,3,6,-71.08903503,41.900177,56276
231,"TAYLOR MI",11,12,4,3,5,12,-83.26967621,42.24112701,62021
231,"TEA SD",11,4,1,3,0,4,-96.83795166,43.44678497,4427
231,"TEHACHAPI CA",11,1,0,0,1,1,-118.4508972,35.132164,13536
231,"TEKONSHA MI",11,1,0,0,1,1,-84.98558044,42.09355927,648
231,"TELL CITY IN",11,1,0,1,0,1,-86.76784515,37.95154953,7234
231,"TEMECULA CA",11,35,11,8,16,35,-117.1428146,33.48790741,107153
231,"TEMPE AZ",11,292,66,85,141,292,-111.9108276,33.41504288,169816
231,"TEMPLE CITY CA",11,8,2,3,3,8,-118.0596924,34.10735321,36079
231,"TEMPLE TX",11,19,4,5,10,19,-97.34354401,31.09850502,69938
231,"TERRE HAUTE IN",11,22,6,5,11,22,-87.41414642,39.46681976,61061
231,"TEUTOPOLIS IL",11,3,0,0,3,3,-88.47222137,39.13311386,1793
231,"TEXARKANA AR",11,2,1,0,1,2,-94.03818512,33.44210052,30127
231,"TEXARKANA TX",11,5,0,2,3,5,-94.04785156,33.42536545,37088
231,"TEXAS CITY TX",11,1,0,0,1,1,-94.90317535,29.38432312,46266
231,"THATCHER AZ",11,1,0,1,0,1,-109.7611008,32.84925461,4935
231,"THE DALLES OR",11,2,2,0,0,2,-121.1804581,45.59422684,15136
231,"THIBODAUX LA",11,1,0,0,1,1,-90.82309723,29.79626465,14579
231,"THIEF RIVER FALLS MN",11,3,0,0,3,3,-96.18167114,48.11899567,8711
231,"THOMASTON GA",11,1,1,0,0,1,-84.32656097,32.888237,9032
231,"THOMASVILLE GA",11,1,0,0,1,1,-83.97835541,30.8371582,18612
231,"THORNTON CO",11,14,2,2,10,14,-104.9727631,39.86811829,127688
231,"THOUSAND OAKS CA",11,13,2,4,7,13,-118.8398514,34.17078018,128565
231,"THREE RIVERS MI",11,13,2,7,4,13,-85.63246918,41.94419861,7787
231,"TIFFIN OH",11,2,2,0,0,2,-83.17781067,41.11477661,17793
231,"TIFTON GA",11,4,1,1,2,4,-83.508255,31.4508934,16656
231,"TIGARD OR",11,9,4,3,2,9,-122.7737198,45.4310112,50276
231,"TIGER GA",11,1,0,0,1,1,-83.43260956,34.84734344,412
231,"TILLAMOOK OR",11,1,0,1,0,1,-123.8468399,45.45576096,4958
231,"TIMPSON TX",11,3,0,0,3,3,-94.39550781,31.90409851,1385
231,"TINLEY PARK IL",11,4,2,1,1,4,-87.78465271,41.57352448,57176
231,"TIPP CITY OH",11,4,2,2,0,4,-84.17195892,39.95846939,9812
231,"TITUSVILLE PA",11,1,0,1,0,1,-79.67320251,41.62724304,5438
231,"TOLEDO OH",11,288,67,72,149,288,-83.55497742,41.66411591,282275
231,"TOMAH WI",11,1,0,0,1,1,-90.50442505,43.97857666,9326
231,"TOMBALL TX",11,12,4,4,4,12,-95.6162262,30.09776115,11186
231,"TOMBSTONE AZ",11,25,9,4,12,25,-110.0689316,31.71310997,1510
231,"TONAWANDA NY",11,5,0,2,3,5,-78.88004303,43.02050018,15000
231,"TONKAWA OK",11,2,0,0,2,2,-97.3106308,36.67843628,3149
231,"TOOELE UT",11,5,4,1,0,5,-112.3005066,40.53457642,32454
231,"TOPEKA KS",11,76,19,24,33,76,-95.67857361,39.04813766,127672
231,"TOPPENISH WA",11,6,0,2,4,6,-120.3111954,46.37686539,9006
231,"TORONTO KS",11,39,9,8,22,39,-95.94944,37.79908752,273
231,"TORONTO OH",11,6,1,0,5,6,-80.60319519,40.46689606,4980
231,"TORRANCE CA",11,94,22,31,41,94,-118.3428345,33.8359642,147589
231,"TORRINGTON CT",11,110,35,31,44,110,-73.12056732,41.80105209,35493
231,"TORRINGTON WY",11,3,3,0,0,3,-104.1826859,42.06502533,6736
231,"TOWER MN",11,1,1,0,0,1,-92.27474976,47.80524826,620
231,"TRACY CA",11,9,2,3,4,9,-121.427269,37.73949814,85284
231,"TRAPPE MD",11,2,0,1,1,2,-76.05755615,38.65869522,1228
231,"TRAVELERS REST SC",11,1,0,0,1,1,-82.44297028,34.96780014,4834
231,"TRAVERSE CITY MI",11,38,9,10,19,38,-85.6207962,44.76324844,15168
231,"TREASURE ISLAND FL",11,5,1,1,3,5,-82.76873779,27.76968193,6783
231,"TRENTON MI",11,5,0,2,3,5,-83.17776489,42.13973236,18522
231,"TRENTON NJ",11,40,5,12,23,40,-74.74206543,40.21709442,84632
231,"TRENTON OH",11,3,1,0,2,3,-84.45779419,39.48095703,12176
231,"TRINIDAD CO",11,1,0,0,1,1,-104.5080338,37.17304611,8470
231,"TROY KS",11,1,0,0,1,1,-95.09043121,39.78313828,991
231,"TROY MI",11,10,2,4,4,10,-83.14983368,42.60589218,82542
231,"TROY MO",11,45,15,17,13,45,-90.98098755,38.979702,11175
231,"TROY NY",11,11,3,3,5,11,-73.69088745,42.72839737,49933
231,"TROY OH",11,42,12,14,16,42,-84.20330811,40.03966141,25411
231,"TRUCKEE CA",11,2,1,0,1,2,-120.1852493,39.32775879,16184
231,"TRUMANN AR",11,1,1,0,0,1,-90.5122757,35.67847824,7179
231,"TRUSSVILLE AL",11,1,0,1,0,1,-86.61297607,33.62001419,20351
231,"TRUTH OR CONSEQUENCES NM",11,1,0,0,1,1,-107.2433853,33.13360596,6266
231,"TUCKAHOE NY",11,1,0,0,1,1,-73.82630157,40.95046616,6586
231,"TUCKERTON NJ",11,5,1,1,3,5,-74.3393631,39.60338211,3364
231,"TUCSON AZ",11,474,135,135,204,474,-110.9277954,32.22209167,528374
231,"TULARE CA",11,1,0,0,1,1,-119.3488922,36.20763016,61204
231,"TULLAHOMA TN",11,2,0,2,0,2,-86.20916748,35.36205673,19022
231,"TULSA OK",11,218,48,76,94,218,-95.98488617,36.1603241,398082
231,"TUMWATER WA",11,2,0,1,1,2,-122.9116669,47.00710678,18478
231,"TUPELO MS",11,9,3,3,3,9,-88.71934509,34.26508713,35561
231,"TUPPER LAKE NY",11,1,1,0,0,1,-74.46309662,44.22465134,3566
231,"TURLOCK CA",11,6,1,2,3,6,-120.8488617,37.49431229,70596
231,"TURTLE CREEK PA",11,3,2,0,1,3,-79.8516922,40.39013672,5324
231,"TUSCALOOSA AL",11,115,39,26,50,115,-87.56897736,33.21024704,94865
231,"TUSCUMBIA AL",11,1,1,0,0,1,-87.70251465,34.73139191,8537
231,"TUSKEGEE AL",11,1,0,1,0,1,-85.69181061,32.42424011,9218
231,"TUSTIN CA",11,10,2,5,3,10,-117.8277283,33.74598312,78787
231,"TUTTLE OK",11,6,1,1,4,6,-97.82015991,35.29173279,6411
231,"TWENTYNINE PALMS CA",11,4,0,1,3,4,-116.055397,34.13557053,25769
231,"TWIN FALLS ID",11,46,10,18,18,46,-114.4627686,42.56301498,45984
231,"TWINSBURG OH",11,3,3,0,0,3,-81.43978882,41.3127594,18820
231,"TYLER TX",11,41,12,11,18,41,-95.3013916,32.35176468,100806
231,"TYRONE GA",11,1,0,1,0,1,-84.59676361,33.47140121,7081
231,"UKIAH CA",11,7,2,0,5,7,-123.2104721,39.15015793,15936
231,"UNION BRIDGE MD",11,1,0,0,1,1,-77.17628479,39.56907654,894
231,"UNION CITY CA",11,3,0,0,3,3,-122.0214462,37.59539032,72690
231,"UNION CITY GA",11,1,0,0,1,1,-84.55107117,33.58210373,20459
231,"UNION CITY NJ",11,2,1,1,0,2,-74.02296448,40.77968979,68656
231,"UNION CITY PA",11,1,1,0,0,1,-79.84510803,41.89942551,3252
231,"UNION KY",11,1,0,0,1,1,-84.68045044,38.94612122,5635
231,"UNION MO",11,13,2,6,5,13,-91.00618744,38.44558716,10644
231,"UNIONTOWN PA",11,6,3,2,1,6,-79.7276535,39.89894104,10150
231,"UNIVERSAL CITY TX",11,8,3,2,3,8,-98.29141235,29.54836273,19466
231,"UNIVERSITY CITY MO",11,182,65,42,75,182,-90.33391571,38.66000748,35172
231,"UNIVERSITY HEIGHTS OH",11,1,1,0,0,1,-81.5369873,41.49779892,13331
231,"UNIVERSITY PLACE WA",11,8,4,2,2,8,-122.5529404,47.2352562,31991
231,"UPLAND CA",11,12,1,5,6,12,-117.6498413,34.09745026,75542
231,"UPPER ARLINGTON OH",11,1,0,0,1,1,-83.06159973,39.99918365,34465
231,"UPPER MARLBORO MD",11,5,0,2,3,5,-76.74905396,38.81620026,699
231,"URBANA IL",11,66,24,14,28,66,-88.20746613,40.11079025,41988
231,"URBANA OH",11,4,1,1,2,4,-83.75213623,40.10844803,11618
231,"URBANDALE IA",11,1,0,1,0,1,-93.71256256,41.62665176,42099
231,"UTICA NY",11,6,1,4,1,6,-75.23220062,43.10119629,61628
231,"UVALDE TX",11,3,2,0,1,3,-99.78696442,29.20999336,16220
231,"VACAVILLE CA",11,19,9,4,6,19,-121.9900284,38.35633469,94795
231,"VADER WA",11,20,4,8,8,20,-122.962738,46.40246582,674
231,"VADNAIS HEIGHTS MN",11,1,0,0,1,1,-93.07452393,45.05739975,12968
231,"VALDOSTA GA",11,88,27,24,37,88,-83.27806854,30.83293533,56504
231,"VALLEJO CA",11,69,22,19,28,69,-122.2594299,38.1039505,118995
231,"VALLEY AL",11,5,2,2,1,5,-85.17531586,32.81519318,9444
231,"VALLEY CENTER KS",11,2,0,0,2,2,-97.37397003,37.83451462,6586
231,"VALLEY PARK MO",11,1,0,1,0,1,-90.49259186,38.54935455,6970
231,"VALPARAISO IN",11,9,1,6,2,9,-87.05838013,41.46813583,32123
231,"VAN BUREN IN",11,2,2,0,0,2,-85.5044632,40.61747742,867
231,"VANCOUVER WA",11,116,44,23,49,116,-122.6816559,45.63534164,168050
231,"VARNADO LA",11,2,0,1,1,2,-89.82972717,30.89409256,355
231,"VARNELL GA",11,1,0,1,0,1,-84.97011566,34.90238953,1835
231,"VARNVILLE SC",11,6,1,4,1,6,-81.07863617,32.85089874,2277
231,"VENETA OR",11,4,3,0,1,4,-123.3538208,44.04835129,4687
231,"VENICE FL",11,11,6,2,3,11,-82.45388031,27.10065269,21402
231,"VERDON NE",11,2,0,0,2,2,-95.71338654,40.14810562,164
231,"VERMILLION SD",11,4,1,1,2,4,-96.92948914,42.77981949,10746
231,"VERNAL UT",11,1,0,1,0,1,-109.5302963,40.45552444,10321
231,"VERNON AL",11,1,0,0,1,1,-88.10897064,33.75712967,2202
231,"VERO BEACH FL",11,15,5,6,4,15,-80.39705658,27.63908195,15788
231,"VERONA PA",11,4,2,0,2,4,-79.84282684,40.50643539,2560
231,"VERONA WI",11,1,0,1,0,1,-89.53356171,42.99075699,11723
231,"VERSAILLES KY",11,2,1,1,0,2,-84.73013306,38.05267715,8985
231,"VESTAVIA HILLS AL",11,1,1,0,0,1,-86.78768921,33.44869995,34116
231,"VICKSBURG MS",11,24,5,10,9,24,-90.87818909,32.35280991,23439
231,"VICTORIA TX",11,18,3,5,10,18,-97.00409698,28.80560303,65303
231,"VICTORVILLE CA",11,30,6,10,14,30,-117.2928162,34.53612137,120703
231,"VIDALIA GA",11,2,0,1,1,2,-82.41294098,32.21813965,10627
231,"VIDALIA LA",11,1,1,0,0,1,-91.42620087,31.56594276,4195
231,"VIENNA GA",11,1,0,1,0,1,-83.7951889,32.09189987,3846
231,"VIENNA VA",11,38,9,11,18,38,-77.2645874,38.90164566,16341
231,"VIENNA WV",11,7,4,1,2,7,-81.54671478,39.33840179,10623
231,"VILLA PARK IL",11,2,1,0,1,2,-87.98905182,41.88983536,21800
231,"VILLA RICA GA",11,7,2,2,3,7,-84.91907501,33.73210907,14435
231,"VINCENNES IN",11,1,0,1,0,1,-87.5169754,38.68549347,18135
231,"VINE GROVE KY",11,21,6,6,9,21,-85.98104858,37.81027222,5534
231,"VINELAND NJ",11,9,3,2,4,9,-75.02515411,39.48631668,60987
231,"VINITA OK",11,1,0,0,1,1,-95.15478516,36.63890839,5610
231,"VIRGINIA BEACH VA",11,447,128,124,195,447,-75.97751617,36.8533783,448290
231,"VIROQUA WI",11,1,0,0,1,1,-90.8891983,43.55662155,4363
231,"VISALIA CA",11,17,2,4,11,17,-119.2938156,36.33000946,127842
231,"VISTA CA",11,38,16,11,11,38,-117.2447052,33.2000885,97564
231,"VIVIAN LA",11,1,0,0,1,1,-93.98780823,32.87190247,3664
231,"VOORHEESVILLE NY",11,1,0,1,0,1,-73.92787933,42.6541748,2820
231,"WACO TX",11,26,7,7,12,26,-97.14704895,31.54987144,129193
231,"WACONIA MN",11,1,0,0,1,1,-93.78717041,44.85052109,11494
231,"WAGONER OK",11,1,0,1,0,1,-95.37010193,35.95982361,8583
231,"WAGRAM NC",11,2,0,0,2,2,-79.36548615,34.88830948,897
231,"WAITE PARK MN",11,118,31,23,64,118,-94.224823,45.55731201,7429
231,"WAKE FOREST NC",11,19,6,10,3,19,-78.50919342,35.98039246,34786
231,"WALHALLA SC",11,1,0,1,0,1,-83.06377411,34.76495743,4234
231,"WALKERSVILLE MD",11,1,0,0,1,1,-77.35131073,39.48646164,5965
231,"WALLA WALLA WA",11,5,1,1,3,5,-118.3452072,46.06405258,31957
231,"WALLED LAKE MI",11,2,1,0,1,2,-83.4806366,42.53804779,7091
231,"WALLS MS",11,1,0,1,0,1,-90.15171814,34.95790863,1247
231,"WALNUT CREEK CA",11,6,2,0,4,6,-122.0670624,37.90636826,66799
231,"WALTHAM MA",11,9,5,0,4,9,-71.2346344,42.37656403,62438
231,"WALTON KY",11,4,2,1,1,4,-84.61334229,38.86997604,4063
231,"WAPPINGERS FALLS NY",11,1,1,0,0,1,-73.91039276,41.59646606,5424
231,"WARDEN WA",11,1,0,0,1,1,-119.0420456,46.96730423,2735
231,"WARNER ROBINS GA",11,4,2,2,0,4,-83.59963989,32.62118149,72520
231,"WARREN MI",11,166,40,43,83,166,-83.02783203,42.47764969,134857
231,"WARREN OH",11,4,3,1,0,4,-80.81771851,41.23757935,40705
231,"WARRENSBURG MO",11,8,1,1,6,8,-93.73639679,38.76289749,19739
231,"WARRENTON OR",11,1,0,0,1,1,-123.9260635,46.16466522,5143
231,"WARRENTON VA",11,25,8,10,7,25,-77.79475403,38.71380615,9843
231,"WARSAW IN",11,2,0,0,2,2,-85.85310364,41.23810196,14385
231,"WARSAW NY",11,1,0,0,1,1,-78.13197327,42.74021912,3519
231,"WARWICK NY",11,2,0,0,2,2,-74.35926819,41.25672531,6797
231,"WARWICK RI",11,12,3,3,6,12,-71.37738037,41.69232941,81855
231,"WASCO CA",11,5,1,1,3,5,-119.3427811,35.59425735,25973
231,"WASHBURN MO",11,2,2,0,0,2,-93.96649933,36.58715439,533
231,"WASHINGTON COURT HOUSE OH",11,1,1,0,0,1,-83.43916321,39.53675079,14057
231,"WASHINGTON DC",11,10520,2876,2791,4853,10520,-77.01257324,38.88911819,647484
231,"WASHINGTON IL",11,1,0,1,0,1,-89.40994263,40.70514297,15824
231,"WASHINGTON LA",11,1,1,0,0,1,-92.05741119,30.6164608,725
231,"WASHINGTON MO",11,29,7,10,12,29,-91.01213074,38.55807495,13993
231,"WASHINGTON PA",11,3,1,0,2,3,-80.24552155,40.17398453,13642
231,"WASHOUGAL WA",11,3,0,1,2,3,-122.3545303,45.58441925,14777
231,"WASILLA AK",11,38,11,11,16,38,-149.4517059,61.58290482,8676
231,"WATERBURY CT",11,7,2,1,4,7,-73.05029297,41.55849075,109551
231,"WATERLOO IA",11,15,3,5,7,15,-92.34320831,42.49277496,68432
231,"WATERLOO IL",11,24,7,4,13,24,-90.14981842,38.3361702,10151
231,"WATERTOWN NY",11,8,4,3,1,8,-75.9100647,43.97471619,27250
231,"WATERTOWN SD",11,1,0,0,1,1,-97.11455536,44.9015274,21919
231,"WATERTOWN WI",11,1,1,0,0,1,-88.72946167,43.19454193,23878
231,"WATERVILLE ME",11,14,2,7,5,14,-69.63098145,44.55205154,15989
231,"WATERVLIET NY",11,1,0,0,1,1,-73.70020294,42.73034668,10241
231,"WATKINSVILLE GA",11,1,0,1,0,1,-83.40834808,33.86332703,2871
231,"WATSONVILLE CA",11,9,4,1,4,9,-121.7594147,36.90995407,52543
231,"WAUCONDA IL",11,2,0,1,1,2,-88.13915253,42.25894928,13140
231,"WAUKEE IA",11,1,0,1,0,1,-93.8857193,41.61172485,16956
231,"WAUKEGAN IL",11,12,1,9,2,12,-87.84466553,42.36366653,88570
231,"WAUKESHA WI",11,66,15,16,35,66,-88.23146057,43.01194382,71324
231,"WAUNAKEE WI",11,31,11,10,10,31,-89.45576477,43.19177246,12846
231,"WAUSAU WI",11,8,4,2,2,8,-89.63059998,44.95904922,39210
231,"WAUSEON OH",11,1,0,0,1,1,-84.14173889,41.54945755,7179
231,"WAUWATOSA WI",11,9,3,5,1,9,-88.00754547,43.04960632,47126
231,"WAVELAND IN",11,2,0,0,2,2,-87.04476166,39.87699127,351
231,"WAVERLY KS",11,3,2,1,0,3,-95.603302,38.39393997,607
231,"WAVERLY NE",11,14,5,4,5,14,-96.52924347,40.9175148,3614
231,"WAXAHACHIE TX",11,6,0,3,3,6,-96.84883118,32.38674545,31756
231,"WAXHAW NC",11,1,1,0,0,1,-80.74282074,34.92486572,11586
231,"WAYCROSS GA",11,3,1,1,1,3,-82.35388184,31.21380043,14258
231,"WAYLAND MI",11,2,1,1,0,2,-85.64461517,42.67387772,4109
231,"WAYNE MI",11,2,1,0,1,2,-83.38627625,42.28170776,17251
231,"WAYNE NE",11,1,0,0,1,1,-97.01864624,42.23064804,5553
231,"WAYNE WV",11,1,1,0,0,1,-82.44137573,38.22011566,1884
231,"WAYNESBORO PA",11,1,0,0,1,1,-77.5769043,39.75597763,10731
231,"WAYNESBORO VA",11,2,0,2,0,2,-78.88896179,38.06871414,21150
231,"WAYNESBURG PA",11,2,0,1,1,2,-80.17857361,39.89648438,4109
231,"WAYNESVILLE MO",11,1,0,1,0,1,-92.20101166,37.8287735,5250
231,"WAYNESVILLE NC",11,1,0,1,0,1,-82.98840332,35.48899078,9748
231,"WAYZATA MN",11,1,0,0,1,1,-93.51425171,44.97086334,4166
